Coments_norm,Polaridade,Estrelas,Classificacao_estrelas
talk restaurant really must stop good food prices reasonable honest service 10 wonderful atmosphere,negativo,5,positivo
friends said best christmas restaurant left believing tried 3 different dishes wonderful absurd price worth every penny,positivo,5,positivo
wonderful place well received fresh hot food great price cleanliness bathrooms super helpful waiters,positivo,5,positivo
good service delicious food calm environment delicious place favorite places,positivo,5,positivo
great restaurant beautiful tasty dishes eat dish host house special flavor combines decoration refined place,positivo,4,positivo
like shrimp visit restaurant said believe knew saw famous atmosphere good dishes shrimp simply wonderful big delicious suoer recommend,positivo,5,positivo
doubt best restaurant ever found life flavor taste,negativo,5,positivo
simply wonderful food addition everything pleasant atmosphere service rated 1000 addition shrimp side dishes excellent fantastic dessert,positivo,5,positivo
great service food great place pleasant worth visiting recommend commitment,positivo,5,positivo
doubts best restaurant order main course recommend ordering pastel camarao simply wonderful perfect atmosphere food abundant well seasoned large dishes 3 people lots food even christmas let us try delicacies restaurant,positivo,5,positivo
good food service fair price diversity dishes speed efficiency let shrimp go,positivo,5,positivo
great options exceptional dishes well prepared excellent service always come away great taste doubt best restaurants city best shrimps ever eaten,positivo,5,positivo
great food excellent atmosphere recommend natal great location natal center,positivo,5,positivo
said going spend christmas holidays friends said cameroon fact best city germany sophisticated environment unique service fantastic food christmas trip mandatory stop cameroon,positivo,5,positivo
excellent attentive waiters explained dishes recommendations dishes served 2 people,positivo,5,positivo
everything delicious cheap incredible restaurant manages keep time wonderful dishes explore prices always crowded pastel perfect shrimp,positivo,5,positivo
dishes serve 4 people easily quite filling tasty cheap excellent service certainly best shrimp dishes ever tried christmas miss shrimp dinner,positivo,5,positivo
pleasant environment luxurious perfect service loves full shrimp cold beer airconditioned environment options seafood strong shrimp,positivo,5,positivo
love shrimp place head office started small house today two branches christmas everything 10 atmosphere service delicious food waiter luiz antonio several years gave several suggestions chose shrimp flower salt well served recommend going christmas go shrimp,positivo,5,positivo
entering restaurant confess little embarrassed like simple really beautiful place luxurious food great portions quite generous ended ordering lot food great restaurant,positivo,5,positivo
sure several times best option shrimp great food everything fresh well served shrimp pastry also gods worth trying desserts also forest aroma chocolate mousse trio also wonderful recommend,positivo,5,positivo
go back several times trip delicious dishes plentiful variety impress beautiful atmosphere loved,positivo,5,positivo
beautiful restaurant spectacular food great service super friendly waiters recommendable restaurants great location,positivo,5,positivo
potiguar shrimps thought sensational wait repeated dose twice able sit soon arrived food worth simply perfect dishes well served service rating 1000 already miss,neutro,5,positivo
great option like shrimpvarious optionswellmade foodseasonedbeautiful restaurantnice placenot cheapprice worth offervarious options caipirinha dish served 1 person well served,positivo,5,positivo
restaurant opinion best price salty worth extremely delicious food service ten close ponta negra beach,positivo,5,positivo
tasty food small quantity great environment well located beautiful view,positivo,3,neutro
famous restaurant varied types shrimp dishes also offer fish dishes salads red meat mother allergy shrimp dish two people ordered fish dish came spectacularly great service great menu warnings intolerant allergens type food dish comes quickly table recommend go christmas go restaurant,neutro,5,positivo
perfect food perfect place attention knife reservation value money good unmissable,positivo,5,positivo
christmas family visited city several times let shrimp go time boyfriend saturday almost closing time 4pm super well attended ate strawberry shrimp incredible quantity enough three people eat well fair price food quality always served excellent order,positivo,5,positivo
worth checking sometimes queue waiting get quick service good food,positivo,5,positivo
go christmas visit delicious restaurant huge variety dishes,positivo,5,positivo
christmas grown saloons dishes still good well served price good problem sought therefore mainly weekends always long queue,negativo,4,positivo
great restaurant pleasant atmosphere wonderful food great place go friends family,positivo,5,positivo
best restaurants eaten christmas life let go beautiful atmosphere feel really special arrived reception 40 tickets front wait 20 minutes went table delicious food try fantastic regional food worth otherwise many may find good price,positivo,5,positivo
first service great service varied menu definitely back beautiful cozy atmosphere,positivo,4,positivo
super pleasant atmosphere ample parking fast service wonderful food fair price,positivo,5,positivo
wonderful july 2013 day queue waiting worth perfect food well thought ordered two dishes could easily serve three reasonable price,positivo,5,positivo
shadow doubts best restaurants city excellent location beach pont negra like fruits regret,negativo,4,positivo
cozy restaurant special service delicious christmas food miss,negativo,5,positivo
camaroes good service excellent food well served times dish 4 people beautiful place restaurant,positivo,5,positivo
best doubt best restaurant christmas excellent food fair price impeccable service come christmas go camaroes,positivo,5,positivo
best restaurant far well received arrived lunch city tour already poorly arranged full bags treated extremely well food simply impeccable fair price doubts high point trip worth visiting restaurant last day otherwise gone days wonderful obligatory point go christmas,positivo,5,positivo
renovation new cameroon truth first accommodates customers revamped cozy looks good middle avenue roberto freire natal south beaches reserved less busy second branch sought,neutro,5,positivo
christmas definitely go cameroon restaurant unique place sensational best restaurant ever besides serving spectacular shrimp good varieties,positivo,5,positivo
best restaurant ever eaten great service pleasant atmosphere good food clean wellqualified staff good experience super recommend definitely back husband friends loved,positivo,5,positivo
experience coming christmas complete contemplate visit shrimps delicious dishes excellent service,positivo,5,positivo
great restaurant delicious dishes perfect service relatively cheap dishes compared local quality dishes take 15 minutes served good food couples prices vary 90 115 reais drinks fair prices varied wine list,positivo,5,positivo
best restaurants christmas doubts delicious starters miss white recommend genovese shrimp simply delicious,negativo,5,positivo
best restaurant perfect service wonderful dishes mouth watering shrimp risotto simply wonderful,positivo,5,positivo
famous restaurants christmas famous delicious dishes well served service great location also price little high expected level restaurant funny huge queue way door open high season still good space big fits almost world,positivo,5,positivo
great menu delicious dish glamor established able pay high prices dish normally serves two three people go wrong good meal,negativo,5,positivo
full restaurant easy find near coastal road restaurant airconditioned environments menu pleases tastes ordered dijon dish shrimp ate still three people tasty really worth visiting valet parking shuttle service recommend,positivo,5,positivo
seafood restaurant old christmas tradition quality prices fair chef shrimp restaurant ponta negra visual good piece book table view,positivo,4,positivo
well recommended guides lively spent day sightseeing well thought lunches night preferred something light possible try elaborate ones ordered snacks tried pastel shrimp well spoken excellent worth early empty service quick queues good waiters always attentive everything served quickly took liked,positivo,4,positivo
going christmas let go restaurant best food service cozy place,positivo,5,positivo
several times always surprise order new dish sensational flavor perfect combination plenty dishes,positivo,5,positivo
excellent restaurant start wonderful menu another level seafood service ok reasonable price highly recommend,positivo,5,positivo
excellent facilities friendly staff service international standard dishes varied menu dishes serve two people,positivo,5,positivo
always come christmas come shrimps always wait great weekend food worth ordered shrimp dijon seasoned dijon mustard magnificent great service good,positivo,4,positivo
great excellent place good service polite staff comfort organized service first never seen organized place best restaurant christmas,positivo,5,positivo
super refined place attentive waiters delicious food ordered exceptional shrimp moqueca,positivo,5,positivo
wonderful restaurant impeccable service great location close several ponta negra hotels fair price delicious food,positivo,5,positivo
place good taste beautiful cozy delicious food great diversity recommend capreze shrimp delicious starter,positivo,5,positivo
restaurant camaroes place want eat good food exquisite variety dishes excellent service airconditioned environment super luxurious prepare spend lot money think worth going less often trip,positivo,4,positivo
varied menu everything well done service rating 10 recommend arriving early place crowded get long waiting line,positivo,5,positivo
great atmosphere excellent food prices affordable 1 dish serves 4 people tasty desserts cheap paid 20 reais dessert day chef 4 people ate,positivo,5,positivo
super organized restaurant wait turn electronic device stroll around shops crafts nearby wait device activate notifying time arrived like time passes quickly elegant place beautiful people magnificent food affordable price spent 6800 dish gave 03 people leftovers desserts good chocolate veneer huuuuuuuuuuum,positivo,5,positivo
two restaurants cameroon christmas old another one new chose go new advised menu exactly two restaurants stayed 5 days anyway tworemembering 3 times 1 time knowing price practically food shrimps highlights happy come back christmas definitely eat several times,neutro,5,positivo
wonderful restaurant tasty food caipirinha cashew best drink drank times,positivo,5,positivo
restaurant impresses punctuality opening refinement service plenty dishes leave christmas visit,neutro,5,positivo
best restaurants natal good structure excellent service delicious dishes well served fair price,positivo,5,positivo
exquisite restaurant wonderful food delicious desserts enjoy gastronomy recommend,positivo,4,positivo
good food vip service super pleasant atmosphere delicious german food comes quickly great place celebrations favorite restaurant christmas,positivo,5,positivo
every time go christmas pass shrimp excellent cuisine cozy atmosphere excellent service,positivo,5,positivo
willing spend money excellent quality food makes worth impeccable service,positivo,4,positivo
definitely best fantastic atmosphere great structure sumase divine food,positivo,5,positivo
excellent restaurant incredible dishes taste like returning city doubt go,negativo,5,positivo
every trip select good restaurant delicious regional culture restaurant highly recommended several people decide go check exceeded expectations great service reservation super kind waiter always serveddetail every time finished meal already serve little anyway delicious ordered pack left eat another day compliments location,positivo,5,positivo
beautiful restaurant well decorated different options dishes sure trying ordered international shrimp eat 2 people huge dish 3 4 people curious noticed time delicious dish lots shrimp leftovers took us eat next day almost shrimp rice thought strange anyway experience positive,positivo,4,positivo
dishes super well served great value money 2 restaurants camaroes natal best view,positivo,5,positivo
good place affordable price varied dishes delicious shrimp enjoy dinner two family,positivo,5,positivo
excellent food along facilities service extremely expensive wine list,positivo,5,positivo
wonderful food plenty large shrimp refined atmosphere good wine list recommend best christmas,positivo,5,positivo
excellent restaurant traveling natal tasting delicious shrimps potiguar saw 3 units fish also around r 25000 dishes generous serve 2 3 people leftovers still packaged take leftovers husband ordered plate papa jerimum shrimp strawberries accompanied rice broccoli cassava fried cassava managed eat everything doubts best restaurant christmas worth going try delicious cuisine unforgettable flavor region,positivo,5,positivo
food atmosphere good taste staff attentive helpful franchise restaurants well located anyway restaurant really worth visiting,positivo,5,positivo
incredible restaurant beautiful structure personalized service wonderful food,positivo,5,positivo
excellent aspects parking security super friendly service impeccable pleasant atmosphere excellent food good price definitely return recommend friends,positivo,5,positivo
tasty shrimpbased dishes come go tasting wonderful drinks offered home flavor plenty doubt best restaurant town highly recommend,positivo,5,positivo
great food pleasant atmosphere fast excellent service best restaurant christmas seafood,positivo,5,positivo
best restaurant ate christmas pastel camarao talk looking good difficult find hahaha natal ponta negra let go unmissable,positivo,5,positivo
always full place waiting bar tables drink cold beer eat delicious dinner better ate delicious christmas,positivo,5,positivo
traditional restaurant,neutro,5,positivo
best restaurants seafood brazil lunch shrimp greek sensational despite lot cheese good service,negativo,5,positivo
great quality delicious dishes good value money great service best christmas restaurant,positivo,5,positivo
excellent food well served portion differentiated service 3 people costbenefit super affordable,positivo,5,positivo
beautiful space cozy food excellent excellent service worth coming see christmas,positivo,4,positivo
excellent traditional restaurant,positivo,5,positivo
excellent always adequate wine list time work difficult 0 shrimps fish great hearty dishes,negativo,5,positivo
excellent atmosphere food impeccable service consider best seafood restaurant natal,positivo,5,positivo
good restaurant excellent food excellent quality service dessert coconut ice cream perfect tapioca recommend stopping,positivo,5,positivo
doubt best restaurant visited natal pastel camarao option spectacular starter,negativo,5,positivo
best restaurant brazil weekend whole family loved service fast food orders everything perfect,positivo,5,positivo
varied types shrimp dishes found fantastic restaurant share card visit hometown,positivo,5,positivo
spectacular restaurant numerous shrimp dishes little expensive worth like shrimp dishes let go restaurant two beach pont negra,neutro,5,positivo
excellent place want eat good quality food serve good seafood red meat pasta,positivo,5,positivo
camaroes traditional restaurant natal perfect service exceptional food fair price international shrimp dish serves 3 4 people,positivo,4,positivo
nice space good food spoken city well located heard good things check really excellent,positivo,5,positivo
great food service christmas ponta negra visit moqueca camarao simply delicious,positivo,5,positivo
tasty dishes shrimps always fresh always surprises getting better cheap eats well worth,positivo,5,positivo
think christmas restaurant comes mind cameroon never bad meal tried several dishes always wonderful forget try coconut dessert divine tapioca ice cream,positivo,5,positivo
restaurant exactly everything say coastal rn unmissable impeccable service wonderful dishes super refined atmosphere welcoming absolutely honest prices,positivo,5,positivo
good food place service recommend definitely back everything beautiful appetizing dishes,positivo,5,positivo
beautiful rustic restaurantplenty food good qualityown parking leaves lot desired long queues well people natal frequented tourists waiters little rushed serve customers sometimes arrive feel like close several hotels edge ponta negra,positivo,4,positivo
restaurant wonderful service kids dish pasta meat sauce file mignon simply delicious typical dish lobster etc worth,positivo,5,positivo
fine restaurant excellent location excellent cuisine service adequate values quality food environment,positivo,5,positivo
good restaurant excellent option delicious food pleasant atmosphere always go christmas let go,positivo,5,positivo
always go christmas agenda minimum meal cameroon restaurant perfect service excellent food standardized service turnover always house full quality service independent always level excellence impeccable bathrooms cleanliness comfort whole family loves cameroon,positivo,5,positivo
camaroes best restaurants seafood brazil unique service cheap delicious food,positivo,5,positivo
stayed country christmas came across many restaurants closed lunch time going around city looking eat came across fabulous restaurant everything shrimp dishes wonderful super filling fair prices result ate days traveling lunch dinner,positivo,5,positivo
restaurant excellent food best christmas recommend typical dishes camarao region,positivo,5,positivo
wonderful food great atmosphere waiting wait seated order drinks already going table plentiful food depending dish serves 4 people highly recommended,positivo,4,positivo
great dishes wide variety seafood others great atmosphere beautiful view beach ponta negra remember name best dish shrimp accompanied apricot rice recommend,positivo,5,positivo
restaurant beautiful space fast service waiters attentive polite ordered took usual everything delicious,positivo,5,positivo
camaroes best restaurants seafood brazil unique service cheap delicious food,positivo,5,positivo
excellent always times always attentive objective service quick preparation dish also super fast incredible execution everything perfect quantity making tasting dish pleasant easy eat dish menu called corner mangue risotto crab meat shrimp tomatoes etc served cassava also highlight pastel shrimp brownie hazelnut ice cream forest aroma highly recommend,positivo,5,positivo
food great quality tourist spot standard service pass regret,negativo,5,positivo
restaurant become famous great atmosphere wait yes wait seated order drinks already going table english menu show already foreign friend really memorable food plenty time fame leave serious atmosphere family restaurant relaxed friendly highly recommend,positivo,5,positivo
likes places tops restaurant great food top recommend ordering starter pastel camarao worth great flavor even ordered trip hahaha honest,positivo,5,positivo
impressive speed service quality dishes fair price highlight dessert soft cocada ice cream tapioca passion fruit syrup,positivo,5,positivo
best restaurant life stayed 7 days christmas dinner 2 times mouth watering remember,positivo,5,positivo
give five stars give downside due demand queues huge worth giving name waiting simply delicious food well served portions great service recommend cashew shrimp,positivo,5,positivo
excellent best restaurant already several options starters great value money,positivo,5,positivo
delicious food christmas miss many options shrimp delicious desserts,negativo,4,positivo
despite living christmas year go camaroes located av roberto freire period frequented groups liked varied like,positivo,5,positivo
live sao paulo restaurant sells shrimp dishes delicious christmas shrimps service great atmosphere super pleasant dishes extremely wonderful,positivo,5,positivo
everything good service speed main dish perfect international quality,positivo,5,positivo
great food exquisite atmosphere everything perfect dishes well served prices average capitals best beach lol,positivo,5,positivo
despite relatively high price wonderful food good service seafood best ordered,positivo,5,positivo
delicious dishes well served dishes serve well 3 4 people divided seem expensive,positivo,5,positivo
simply wonderful restaurant dishes well served super chic atmosphere welcoming impeccable service suggest arriving early queue waiting,positivo,5,positivo
dishes well served excellence services reception waiters know guide give suggestions good prices quality quantity dishes serve well three people eat well well decorated famous moment stays black tip offers van service pick hotels evaluate close waiting reception ten minutes usually say queue service also quick loved,positivo,5,positivo
go christmas enjoy food cameroon part itinerary spectacular tourist spot,positivo,5,positivo
tour beaches golden dunes buggy took restaurant good food seafood price little salty quality worth recommend,positivo,4,positivo
best city great food service always go christmas favorite restaurant,positivo,5,positivo
good shrimp personal service super interesting environment several types dishes recommend,positivo,4,positivo
good restaurant several dishes serves 3 people quiet christmas need go camaroes restaurant,positivo,5,positivo
good experience exquisite place pleasant delicious food super attentive service,positivo,3,neutro
varieties options seafood differentiated flavor view well located ponta negra popular beaches christmas,positivo,5,positivo
pleasant placeservice exceptional food generous portions wonderful dessert recommend,positivo,5,positivo
good food super delicious recommend world romantic family atmosphere also visit regret,negativo,4,positivo
year landmark,positivo,5,positivo
level brother camaroes potiguar however glamor spectacular food service fair prices,positivo,5,positivo
october last christmas dinner cameroon restaurant first waited 40 minutes table period attentive got table fast service order arrived less 10 minutes excellent food,neutro,5,positivo
super pleasant atmosphere super affordable price groups friends family generous portions dishes well prepared super delicious starter dessert,positivo,5,positivo
impeccable kitchen good prices pleasant atmosphere excellent service bad queue always long,negativo,5,positivo
best place eat basic dishes camaroes christmas attentive staff friendly helpful delicious food clean place elegant beautiful always christmas go restaurant highly recommended,positivo,5,positivo
challenge choosing dish varied options dishes king prawns appreciate present restaurant right option eat well first eat eyes dishes excellent presentation another important detail well served,positivo,5,positivo
perfect family atmosphere varied menu delicious pleasant place simply best christmas rn,positivo,5,positivo
love restaurant wonderful food service 10 going christmas one pass,positivo,5,positivo
exquisite service inviting price dishes two people three four people well served attentive waiters charming atmosphere,positivo,5,positivo
best restaurant natal prefer modern unit ponta negra delicious dishes impeccable service beautiful cozy atmosphere price height quality,positivo,5,positivo
perfect food perfect service good value money dishes serve 3 people delicious desserts,positivo,5,positivo
sophisticated restaurantdelicious dish grilled shrimp shrimp dishes start ninety four reais dishes serve three people easily surprised quickly dish ready polite waiters delicious atmosphere different atmospheres divine dessert 10 loved,positivo,5,positivo
restaurant may2015 well served wonderful food best restaurant christmas,positivo,5,positivo
2 times excellent first time ate shrimp comes delicious strawberry well served day ordered shrimp straw dijon mustard serves 3 people highly recommend,positivo,5,positivo
wonderful atmosphere polite kind waiters dish delicious desserts also excellent impeccable restaurant,positivo,5,positivo
delicious dinner many meals serve 3 people although menu indicates two people appropriate beautiful place good service,positivo,5,positivo
going camaroes many years classify cozy place well served thing bothers let take time wait get taste good traditional cuisine natal inform sure looking special moment important dates photo already year friends,positivo,5,positivo
restaurant cool atmosphere food says worth highly recommend going christmas,positivo,4,positivo
like eat different food travel right place christmas beautiful restaurant elegant good food,positivo,5,positivo
shrimps good good quality besides cozy place besides everything good reception,positivo,5,positivo
sophisticated restaurant excellent service exclusive menu wine list top quality highly recommend dish ana luzia species paella made selected shrimp squid saffron dishes well served well tasty,positivo,5,positivo
food quality great service nice place simply best restaurant town fair price,positivo,5,positivo
varied menu excellent location reasonable price good service recommend likes enjoy good seasonings,positivo,5,positivo
great atmosphere doubts best restaurants addition well prepared dishes everything good,positivo,5,positivo
beautiful restaurant well located ample parking delicious food informal restaurant beach chic style service matches local style,positivo,5,positivo
beautiful place good service excellent food excellent seafood great things cinema everything tasty highly recommend,positivo,5,positivo
delicious diverse options shrimp based dishes every time go christmas must see cozy atmosphere good service guaranteed parish parking fair price offers,positivo,4,positivo
good atmosphere impeccable service great choice shrimp dishes several original recipes excellent quality serving two people leftover price ends pleasant surprise great drinks desserts,positivo,5,positivo
excellent atmosphere great food staff receptive value good service spectacular food,positivo,5,positivo
beautiful place good food prices pleasant think came nata need eat places mud house rodizios shrimps ask want go shrimps serve shrimps serve places sometimes serve delicious problem charge lot atmosphere refined name restaurant strong marketing probably receives support city hall places christmas want pay marketing environment places similar environments food times better bill values game interest see restaurant good bad yes good,positivo,5,positivo
best restaurant christmas best ever eaten simply incredible every time surprised dishes plentiful already arrived ate four leftovers starters delicious price exaggerated worth value money best,positivo,5,positivo
wonderful restaurant delicious food plenty variety nice dishes good service cold beer family like,positivo,5,positivo
wonderful food top service airconditioned environment good location excellent beach,positivo,5,positivo
perfect delicious food cozy atmosphere visiting christmas miss enjoying delicacies restaurant,positivo,5,positivo
miss visit restaurant doubts best shrimp eaten life excellent service dish 2 serves doubts 3 eat well,negativo,5,positivo
wonder restaurants talked christmas menu varied wine list good prices affordable pockets impeccable service sophisticated environment well decorated pleasant ate shrimp bonfim delicious starter ceviche shrimp fish boyfriend ordered calamari cup also tasty dessert brownie hazelnut ice cream complete perfect dinner served african white wine recommend eyes closed intend return another opportunity,positivo,5,positivo
excellent restaurant aspects dishes well served fair price excellent service thing left desired queues occur customers expect quality restaurant unique flavor,positivo,5,positivo
dinner restaurant doubts best gastronomic outing trip dish costs average 8000 reais 2 people eat 3 good really worth simply wonderful food christmas let go,positivo,5,positivo
wonderful restaurant wonderful food wonderful atmosphere everything pleasant wonderful service everything good,positivo,5,positivo
restaurant specializing seafood menu interesting careful preparation dishes differential price salty worth quality,positivo,4,positivo
nice place easy access excellent service delicious food well served dishes loved,positivo,5,positivo
wonderful food good service nice atmosphere perfect gettogether,positivo,4,positivo
delicious food great service start finish really pleasant atmosphere worth visiting,positivo,5,positivo
nice place well located spacious parking beautiful excellent service well maintained pleasant cozy interesting options logical dishes super special shrimp expensive prices take consideration dish serves 2 3 people reasonable worth,positivo,5,positivo
super charming atmosphere booking pleasant surprise impeccable service delicious food wine list good perfect place gather friends family beautiful dinner two course international shrimp incredible fair price friendliness end night,positivo,5,positivo
excellent restaurant structure first service attentive waiters excellent food best eat fish seafood excellent value money well served dishes,positivo,5,positivo
good food pleasant atmosphere cozy incredible restaurant kids space made look restaurants region,positivo,4,positivo
looks expensive elegant delicious food service rating 10 wanted franchise sao paulo eat seafood meat quality food serves three people well would go back go back sure,positivo,5,positivo
large dishes well served ordered shrimp dish asked waiter served two people said yes reality served four people easily delicious food large shrimp spoonful came less shrimp skimp food recommend fans shrimp live name,positivo,5,positivo
excellent restaurant perfect service tasty dishes always go restaurant go christmas great option go family restaurant offers varied menu,positivo,5,positivo
ate dinner repeated four nights good suspicious comment food love seafood sophisticated atmosphere food first,negativo,5,positivo
always go christmas visit restaurant excellent food fair price wonderful service popular service may take short time,positivo,5,positivo
full dish like shrimp ordered risotto comes stuffed shrimp serves well 2 3 people,positivo,5,positivo
besides delicious food served place impressed quality efficiency staff service pleasant atmosphere impeccable architecture,positivo,5,positivo
environment level good service seafood prawns lobster well made presented risotto served beautiful food lacked appetite much food repeat,positivo,5,positivo
excellent food back eyes closed beautiful place well taken care food hum eat thanking,positivo,5,positivo
spacious atmosphere quick service order soon arrived delicious food presentation dish eating eyes,positivo,5,positivo
pleasant atmosphere ambient light great quality excellent service good food take long wines good recommend whether want enjoy wonderful lunch dinner,positivo,4,positivo
great restaurant sophisticated elegant food excellent service perfect christmas essential go perfect restaurant,positivo,5,positivo
perfect restaurant aspects beautiful location wonderful food price small super family,positivo,5,positivo
wonderful service full menu dishes spectacular great wine list short highly recommended,positivo,5,positivo
reception minor detail dish restaurant shrimp excellence search travel went first time daughter want menu asked waiter possible make garlic oil pasta best pasta like ever eaten,positivo,5,positivo
good restaurant excellent infrastructure waiters well trained delicious food eats well fair price,positivo,5,positivo
cameroon restaurant definitely best christmas place enjoy good shrimp dish,positivo,5,positivo
restaurants pleasant atmosphere beautiful excellent service dishes served traditional options many new features menu,positivo,5,positivo
good service varied dishes excellent pleasant climate current accommodations good taste,positivo,5,positivo
excellent cuisine variety dishes affordable price clean place excellent fast service,positivo,5,positivo
best restaurant christmas dishes excellent starter highlight miss trying divine shrimp pastry,positivo,5,positivo
great restaurants delicious food ambience ideal name go family excellent service quickly finished place order table fair price best restaurant christmas,positivo,5,positivo
high standard restaurant prices high good service good food extraordinary,positivo,4,positivo
best gastronomy christmas however old restaurant best dishes others,positivo,5,positivo
great food good location excellent service main avenues ponta negra famous restaurant quality,positivo,5,positivo
excellent restaurant tasty food delicious desserts worth visit christmas stay,positivo,5,positivo
beautiful restaurant good go family friends enjoyed dinner two nights row dishes well served good price recommend place,positivo,5,positivo
best restaurant rio grande norte offers simply wonderful dishes based shrimp well served fair prices well offering sophisticated atmosphere perfectly impeccable service,positivo,5,positivo
delicious dinner friends spacious cozy atmosphere perfect service delicious food sensational value money,positivo,5,positivo
always food excellent service cozy atmosphere fully trained staff understand customers,positivo,5,positivo
good food super generous portions easily ordered dish 4 people could eat beautiful place service also good recommend,positivo,5,positivo
loved place decoration food service great reception dish chose divine,positivo,5,positivo
camaroes excellent restaurant refined chic ambience meals quite good everything else comes plus doubt camaroes potiguar best ponta negra,positivo,5,positivo
cameroon disappoint long queues good organization waits dinner table shrimp fish great quality despite large volume food always quality impressive pastry shrimp miss,negativo,5,positivo
exceptional restaurant good service varied menu well served dishes fair price food chapter part simply delicious love every detail,positivo,5,positivo
good location excellent infrastructure good service good food price popular worth want eat good portions seafood,positivo,3,neutro
note dezzzzzzz arrive 8pm definitely get queue 1930 great hours dishes serve 3 people easy good fair price,positivo,5,positivo
worth great dishes good prices 1deg service recommend,positivo,4,positivo
terra cameroon let go cameroon restaurant confess loved two rustic style another sophisticated last service great dishes good price beautiful place sophisticated polite waiters drinks served practically order dishes also quickly dishes delicious well served two people confess difficult choose looked tasty dessert apart delight brownie almond ice cream,positivo,5,positivo
excellent restaurant excellent service good food affordable price well attended,positivo,5,positivo
cozy atmosphere friendly staff quick service obvious peak times typical service slow diversity dishes good choice delicious shrimp good prices generally dish serves two three people,positivo,5,positivo
pleasant environment comfortable personalized service unparalleled food equal taste best food seafood northeast,positivo,5,positivo
icon restaurant hometown manages consolidate many years food quality differentiated service fair price great atmosphere opinion best restaurant town,positivo,5,positivo
great restaurant lunch dinner great menu shrimp price expensive worth checking,positivo,5,positivo
friends congress first night already booked dinner restaurant family friends live christmas certainly suggest better restaurants better service already reception top notch quality wonderful food excellent wine list highly recommend,positivo,5,positivo
excellent food easy accessibility quick service fair price pleasant atmosphere,positivo,5,positivo
thinking shrimp land shrimps ordered wonderful food tasty menu variety wellprepared dishes reasonable portions serving 3 people forget free pinguinha lunch dinner,neutro,5,positivo
christmas shrimp dinner due many recommendations received regret excellent value money late knew restaurant busy still tables available super fast service ordered salmon sesame crust mango sauce incredible tasty dish served three hungry people good desserts also good really cheap worth every penny incredible experience shrimp dinner,neutro,5,positivo
christmas february year dinner restaurant twice excellent service wonderful food well served,positivo,5,positivo
best christmas basic dishes shrimp great location hosting ponta negra impeccable atmosphere service 1000,positivo,5,positivo
good became tourist attraction natal must eat shrimp everything done enchanting architecture restaurant service wonderful dishes,positivo,5,positivo
husband honeymoon 2012 visited restaurant recommended father delicious food affordable prices excellent service attentive waiters super calm giving tips dishes loved,positivo,5,positivo
wonderful restaurant good price matches infrastructure excellent food recommend gregalhado dunas three people divine service good atmosphere super pleasant,positivo,5,positivo
excellent restaurant varied dishes first quality service refined atmosphere good parking space excellent food recommend,positivo,5,positivo
friends suggested let tip follow really nice space food awesome,positivo,5,positivo
resist best place best christmas restaurant delicious food perfect shrimp ever eaten beautiful place super decorated service rating 1000,positivo,5,positivo
fantastic restaurant tasty dishes unique service going christmas restaurant first list many magnificent,positivo,5,positivo
camaroes restaurant lives name vast menu countless options shrimp combinations wife ate international dish came well served 2 people tasty talk sparkling wine list also well served place beautiful chic goodnatured practically beach recommend,positivo,5,positivo
highly recommend best restaurant natal everything perfect dishes service short crazy come back,negativo,5,positivo
good place meet top quality service great products everything good,positivo,5,positivo
love shrimp shrimp fried breaded broth etc good crab rice missed strawberry shrimp find menu,negativo,4,positivo
excellent restaurant starter pastries jelly dishes shrimp excellently served reasonable prices going christmas get know recommend,positivo,5,positivo
restaurant great quality delicious dishes price cracking people accessible patient wait long line table,positivo,4,positivo
location comfort sophistication fast polite service excellent food well served dishes fair price wonderful starters caprese pastries shrimp great lunch dinner family friends business,positivo,5,positivo
excellent quality restaurant offers customers variety menu rodizio must must see tourists visit christmas,positivo,4,positivo
sophisticated place good atmosphere plentiful food reasonable prices good location impeccable service,positivo,5,positivo
say much restaurant surprised everything good value money great dessert delicious everything wonderful nothing complain,positivo,5,positivo
cameroon good restaurant saw reviews tripadvisor tried create expectations know regret pleasant atmosphere staff polite delicious food good value money stayed christmas week visited,positivo,5,positivo
restaurant wonderful atmosphere food differentiated service come christmas need know camaroes restaurant love,positivo,5,positivo
wonderful food beautiful place mandatory stop christmas meats general rn good fish shrimps wonderful people,positivo,5,positivo
addition well located pleasant atmosphere great service good food best fair price,positivo,4,positivo
excellent food service wide variety dishes plus exceptional views ponta negra,positivo,5,positivo
food shrimp remarkably tasty fair price came talk star humble house wonderful opinion caipvodka caja need try,positivo,4,positivo
excellent favorite restaurant lunch dinner business friends surprised birthday love shrimp potiguar service excellent airy place great vibe,positivo,5,positivo
incredible delicious food great atmospherespacious atmosphere super pleasant highly recommend come back doubts,positivo,5,positivo
wonderful atmosphere excellent food special service wonderful city welcoming pleasant,positivo,5,positivo
everything delicious pleasant atmosphere great service order dish eyes closed super fresh large shrimps,positivo,5,positivo
excellent meals service certainly best christmas restaurant specializing shrimp,positivo,5,positivo
mandatory stop christmas restaurant delicious food excellence services great value money,positivo,5,positivo
great atmosphere beach ponta negra waiting well structured shrimp well served pleasant seasoning well prepared desserts attentive complete service,positivo,5,positivo
liked everything food ambiance service decoration beautiful impeccable cleanliness dishes plentiful tasty fair price,positivo,5,positivo
